"今日 は 辛い 一 日 に なり そう だ 。",1
"無理 は し ない で ください ね 。",1
"今日 は 長い 一 日 に なり そう だ 。",1
"大変 そう です が 無茶 は 禁物 です 。",1
"最近 調子 は どう ？",1
"まあ そこそこ といった ところ です 。",1
"朝食 用意 する の 面倒くさい なぁ 。",1
"簡単 な もの で 済ませる という 手 も あり ます ね 。",1
"洋服 どう し たら 良い と 思う ？",1
"難しい です けど 奇 を てらわ ない 方 が 良い と 思い ます 。",1
"今日 は 良い 夢 を 見 た 。",1
"そのまま 良い 一 日 が 過ごせる と 良い です ね 。",1
"今日 は 会社 だ 。",1
"なんとか 乗り切り ましょ う 。",1
"学校 行く の 面倒 。",1
"きっと 楽しい こと も あり ます よ 。",1
"家 から 出 たく ない 。",1
"もう少し だけ 寝 て しまう の も 良い かも 知れ ませ ん 。",1
"眠い なぁ 。",1
"顔 を 洗う と 良い です よ 。",1
"あ ゴミ 出し 忘れ た 。",1
"次 は 忘れ ない よう に し ましょ う 。",1
"ゴミ 捨て し に 行か ない と 。",1
"行っ て らっしゃい ませ 。",1
"行っ て き ます 。",1
"気 を つけ て 。",1
"それ じゃあ 行っ て き ます 。",1
"行っ て らっしゃい 。",1
"今日 も 一 日 頑張っ て き ます 。",1
"応援 し て い ます 。",1
"それ じゃあ 行っ て き ます 。",1
"こんにちは 。",1
"小腹 が 空き まし た ね 。",1
"軽く 軽食 を 取っ て は どう です か ？",1
"小腹 が すき まし た ね 。",1
"食事 の 時間 まで もう少し です 。",1
"喉 が 乾き まし た 。",1
"紅茶 で も 飲み ましょ う 。",1
"お昼 ご飯 は なん です か ？",1
"お気 に 召す まま に 。",1
"今日 は 晴れ まし た ね 。",1
"良い 天気 です ね 。",1
"雨 が 振っ て き そう です 。",1
"傘 を 用意 し た ほう が 良い です ね 。",1
"来る 途中 に 転ん じゃ って 。",1
"それ は お 気の毒 に 。 消毒 は し まし た か ？",1
"消毒 は し まし た か ？",1
"はい 。",1
"そう です か 。",1
"いいえ 。",1
"そう でし た か 。",1
"最近 うまく 行か ない こと が 多く て 。",1
"きっと そのうち 良い こと が あり ます よ 。",1
"最近 調子 が 良い ん だ よ ね 。",1
"それ は 良い です ね 。",1
"休み は 何 を し て いる の ？",1
"本 を 読ん だり 外出 を し たり する こと も あり ます 。",1
"どこ へ 行く の が 好き です か ？",1
"自然 の 多い ところ へ 行く の が 好き です 。",1
"家 で は 普段 何 を し て いる ん です か ？",1
"映画 を 見 たり ゲーム を し たり し ます 。",1
"最近 の 流行り は 何 ？",1
"ちょっと 追い きれ て い ませ ん 。",1
"後半 日 で 終わり だ 。",1
"もう ひと頑張り です 。",1
"お昼 は どこ で 食べよ う 。",1
"簡単 に 済ませる の も 良い と 思い ます 。",1
"豪勢 な お昼 ご飯 を 食べ たい な 。",1
"美味しい 物 を 食べる と 幸せ に なる と 聞き ます 。",1
"もう お腹 いっぱい です 。",1
"少し 休ん だ ほう が 良い と 思い ます 。",1
"よく 食べ た 。",1
"良い こと だ と 思い ます 。",1
"まだ 半日 も ある の か 。",1
"後半 日 じゃ ない です か 。",1
"風 が 気持ち良い です ね 。",1
"過ごし やすく て 良かっ た です 。",1
"綺麗 な 青空 。",1
"なにか 良い こと が あり そう です ね 。",1
"今日 は 少し 暑い な 。",1
"水分 補給 は 十分 に 取っ て 下さい 。",1
"少し 肌寒い 気 が する 。",1
"防寒 対策 は 大丈夫 です か ？",1
"眠気 が 取れ ない 。",1
"昨晩 寝付き が 悪かっ た ん です か ？",1
"よく 眠れ なく て 。",1
"今日 は 無理 を し ない ほう が 良い です ね 。",1
"雲 が 多い 気 が する ね 。",1
"雨 が 振ら ない と 良い の です が 。",1
"午後 は 忙しく なり そう 。",1
"頑張っ て 下さい 。",1
"午前 中 は 疲れ まし た 。",1
"お疲れ様 でし た 。",1
"昼食 は 適当 に 済ませよ う か な ？",1
"栄養 は しっかり 取っ て ください ね 。",1
"サボり たい 。",1
"まあ まあ そう 言わ ず に 。",1
"仕事 の 調子 が 良く ない ん だ 。",1
"そのうち うまく 行き ます よ 。",1
"雪 が 降っ て い ます ね 。",1
"外 を 出る とき は 気 を つけ て 下さい ね 。",1
"綺麗 な 雪景色 。",1
"キラキラ し て い ます ね 。",1
"頭 が よく 回っ て い ない ん だ よ ね 。",1
"仮眠 を 取っ た ほう が 良い と 思い ます 。",1
"また 話し ましょ う 。",1
"そうですね 。",1
"今日 は 少し ゆっくり でき そう 。",1
"今夜 は 焼肉 だ 。",1
"美味し そう です ね 。",1
"それでは また 。",1
"また 。",1
"それ じゃあ また 。",1
"また 今度 。",1
"午後 も 頑張る ぞ 。",1
"今日 は 調子 が 出 なく て 。",1
"そういう 日 も あり ます 。",1
"ちょっと 眠い な 。",1
"少し 仮眠 を とる の も 良い と 思い ます 。",1
"最近 お腹 の 調子 が 悪く て 。",1
"それ は お 気の毒 に 。",1
"勉強 辛い なぁ 。",1
"無理 せ ず 頑張り ましょ う 。",1
"残り の 仕事 も 片付ける ぞ 。",1
"後 少し で 帰れる 。",1
"それ は 嬉しい です ね 。",1
"さて 行っ て き ます 。",1
"いっ て らっしゃい 。",1
"ただいま 。",1
"おかえりなさい 。",1
"宿題 やら なきゃ 。",1
"今日 は 大変 な 一 日 だっ た 。",1
"お腹 空い た 。",1
"早め に 食事 に し ましょ う 。",1
"今日 は 汗 かい た な 。",1
"風邪 を 引か ない よう に 気 を つけ て 下さい 。",1
"ちょっと 体 が 冷える ね 。",1
"暖かく し て 寝 ましょ う 。",1
"蒸し暑い 夜 だ ね 。",1
"少し 冷房 を 入れ た ほう が 良い です ね 。",1
"月 が 綺麗 です ね 。",1
"はい 綺麗 です ね 。",1
"今日 は もう 寝よ う 。",1
"おやすみなさい 。",1
"良い 夢 を 。",1
"今日 は 良い 夢 を 見れ そう 。",1
"そう だ と 良い です ね 。",1
"夕飯 美味しかっ た 。",1
"それ は 良かっ た です ね 。",1
"満腹 。",1
"胃 も たれ し ませ ん でし た か ？",1
"疲れ た 。",1
"ゆっくり 休ん で 下さい 。",1
"外食 に 行こ う か な 。",1
"良い と 思い ます 。",1
"明日 早い ん だ よ ね 。",1
"早く 寝 た ほう が 良い です ね 。",1
"今日 は ゆっくり 眠れ そう 。",1
"しっかり 休ん で 下さい 。",1
"回ら ない 寿司 が 食べ たい 。",1
"良い アイデア です 。",1
"眠い 。",1
"睡眠 は 重要 です 。",1
"早く お 風呂 に 入ろう 。",1
"良い です ね 。",1
"夕飯 食べる 気 に なら ない 。",1
"何 も 食べ ない の は 良く ない と 思い ます 。",1
"明日 は 晴れ そう だ ね 。",1
"明日 は 暑く なら ない と 良い ね 。",1
"こう も 暑い と 辛い です ね 。",1
"今日 は 寒かっ た ね 。",1
"鳥肌 が 立ち まし た 。",1
"今日 は 過ごし やすかっ た 。",1
"こんな 日 が 続く と 良い です ね 。",1
"今日 は 充実 し た 日 だっ た 。",1
"今日 は 蒸し暑かっ た ね 。",1
"茹で 上がり そう でし た 。",1
"蒸し暑く て 眠れ ない なぁ 。",1
"冷房 を つけ て み て は どう です か ？",1
"寒く て 寝 られ ない 。",1
"毛布 を 使う と 良い です ね 。",1
"眠れ ない なぁ 。",1
"羊 の 数 を 数える と 良い です よ 。",1
"明日 は お 休み の 日 だ 。",1
"楽しい 休日 を 。",1
"明日 は 休日 だ 。",1
"明日 も 会社 だ 。",1
"早め に 休ん だ ほう が 良い です ね 。",1
"明日 も 学校 だ 。",1
"明日 は ゆっくり でき そう 。",1
"しっかり 休ん で 置き ましょ う 。",1
"夕飯 は どう しよ う か ？",1
"お 財布 と 相談 し ましょ う 。",1
"お 風呂 に 入る の 面倒くさい 。",1
"入っ た ほう が 良い と 思い ます 。",1
"夕飯 おいしかっ た 。",1
"それ は 良かっ た です 。",1
"ご飯 おいしかっ た 。",1
"お 風呂 気持ちよかっ た 。",1
"なんだか 眠く なっ て き た 。",1
"最近 寝付き が 悪く て 。",1
"枕 を 替え て は どう です か ？",1
"明日 が 楽しみ 。",1
"良い 一 日 に なる と 良い です ね 。",1
"明日 は 不安 だ 。",1
"きっと うまく 行き ます よ 。",1
"また 明日 。",1
"今日 は もう 寝 ます 。",1
"今日 は 早く 寝 ます 。",1
"それ が 良い と 思い ます 。",1
"好き 。",1
"俺 も 。",1
"私 も 。",1
"二 人 で 帰れる の は 良い よ ね 。",1
"そう だ ね 。",1
"今日 疲れ た 。",1
"お疲れ様 。",1
"肩 揉ん で 。",1
"我儘 だ なぁ 。",1
"勉強 大変 だ ね 。",1
"うん 。",1
"そう いえ ば 髪型 替え た ？",1
"うん 似合っ て いる か な ？",1
"よく 似合っ てる よ 。",1
"ありがとう 。",1
"綺麗 だ よ 。",1
"嬉しい 。",1
"格好 良い よ 。",1
"大学 どこ 行く の ？",1
"同じ 所 が 良い 。",1
"私 も それ が 良い 。",1
"今日 は どこ か 寄り道 する ？",1
"時間 大丈夫 ？",1
"大丈夫 。",1
"荷物 持と う か ？",1
"明日 は 一緒 に 学校 に 行く ？",1
"良い ね 。",1
"じゃ あまた 明日 。",1
"また 明日 。",1
"こんにちは 。",1
"今日 は 何 し に 図書 室 に 来 た の ？",1
"勉強 を し に 。",1
"そう な ん だ 。",1
"君 は ？",1
"君 は 何 し に 図書館 に 来 た の ？",1
"本 を 読み に 。",1
"何 を 読み に 来 た の ？",1
"夢 十 夜 っていう 小説 。",1
"どんな 本 な の ？",1
"幻想 的 な 感じ の 本 。",1
"そっち は 何 を 死に 来 た の ？",1
"中間 試験 の 勉強 。",1
"勉強 偉い なぁ 。",1
"どうも 。",1
"試験 の 勉強 。",1
"勉強 頑張っ て ね 。",1
"ありがとう 。",1
"また 会っ た ね 。",1
"うん 。",1
"本 は 読み 終わっ た ？",1
"一応 。",1
"どう だっ た ？",1
"それなり ？",1
"そう 。",1
"勉強 は 順調 ？",1
"順調 。",1
"それ は 良かっ た 。",1
"そう だ 。",1
"何 ？",1
"ねぇ ねぇ 。",1
"呼ん だ ？",1
"途中 まで 一緒 に 帰る ？",1
"まあ 良い けど 。",1
"そう 良かっ た 。",1
"どう やっ て 帰る の ？",1
"僕 は 自転車 。",1
"君 は どう やっ て 帰る の ？",1
"私 は 歩き だ ね 。",1
"あ 雨 降っ て き た 。",1
"どう しよ う 。",1
"傘 ある よ 。",1
"それ じゃあ 私 は ここ で 。",1
"じゃ あまた ね 。",1
"また 。",1
"お っす 。",1
"どうも 。",1
"待っ た ？",1
"いや 全然 待っ て ない よ 。",1
"そう か 良かっ た 。",1
"何 注文 する ？",1
"取り敢えず 飲み物 か な ？",1
"なるほど 。",1
"何 か おすすめ ある ？",1
"いや 特に は 。",1
"みんな 集まっ て いる じゃん 。",1
"今日 暑く ね ？",1
"わかる 。",1
"熱く て 辛い 。",1
"よし よし 。",1
"ありがとう 。",1
"取り敢えず 適当 に 注文 し て おい た 。",1
"どういたしまして 。",1
"俺 アイス 食べ たい 。",1
"良い ん じゃ ない ？",1
"よし 。",1
"涼しい 部屋 に 篭っ て い たい 。",1
"最近 彼女 と は どう な ん だ よ 。",1
"まあ それなり 。",1
"煮え 切ら ない な 。",1
"うるさい な 。",1
"お前 は 彼氏 と どう な ん だ よ 。",1
"普通 。",1
"そう か 。",1
"遅れ て ごめん 。",1
"大丈夫 。",1
"喉 乾い た 。",1
"はい お 水 。",1
"彼氏 出来 た ？",1
"出来る わけ ない じゃん 。",1
"なんで ？",1
"なんで 彼氏 出来 ない の ？",1
"それ は 良い 人 が い ない し 。",1
"俺 とか どう よ ？",1
"コメント は 控える ね 。",1
"そんな 。",1
"夏休み どこ 行く ？",1
"定番 は 海 とか か な 。",1
"それ な 。",1
"海 行こ う 。",1
"水着 どう しよ う か な ？",1
"新しい 水着 買え ば ？",1
"水着 見 たい なぁ 。",1
"目線 が 不純 。",1
"そんな こと は ない 。",1
"アイス 来 た よ 。",1
"やっ た 。",1
"いただき ます 。",1
"美味しい 。",1
"それ は 良かっ た 。",1
"冷たく て 美味しい 。",1
"サーフィン とか し たい な 。",1
"サーフィン 出来る の ？",1
"その 場 で 覚える 。",1
"無理 じゃ ない ？",1
"砂遊び でも する か 。",1
"砂 の お 城 で も 作る の ？",1
"そう 。",1
"浮き 輪 持っ て 行っ た ほう が 良い ？",1
"ある と 良い ね 。",1
"ごちそうさま 。",1
"じゃあ 今日 は お開き で 。",1
"はい 。",1
"じゃあ 来週 。",1
"来週 。",1
"今日 は 寒い な 。",1
"手 が かじかみ そう 。",1
"カイロ が 欲しい 。",1
"わかる 。",1
"うん 。",1
"雪だるま 作り たい 。",1
"可愛い 。",1
"それほど でも 。",1
"今日 寒 過ぎ ない ？",1
"マフラー 買っ た 。",1
"温か そう 。",1
"触っ て み たい ？",1
"触っ て み たい 。",1
"お 触り 禁止 。",1
"そん なぁ 。",1
"最近 眠く て 。",1
"体 が 疲れ て いる の か な ？",1
"そう かも しれ ない 。",1
"ゆっくり 休ん で 。",1
"わかっ た 。",1
"布団 が 恋しい 。",1
"温かい もの が 飲み たい 。",1
"コーヒー とか ？",1
"そう 。",1
"コーヒー は 苦手 。",1
"そう な ん だ 。",1
"こたつ から 出 られ なく ない 。",1
"暖かい 部屋 に 篭っ て い たい 。",1
"おでん 好き 。",1
"おでん の 具 は 何 が 好き ？",1
"大根 とか ？",1
"大根 とか 好き 。",1
"なるほど 。",1
"勉強 面倒くさい 。",1
"頑張っ て 。",1
"ありがとう 。",1
"調子 は どう ？",1
"それなり 。",1
"それ は 良かっ た 。",1
"最近 調子 が 良い ん だ よ ね 。",1
"羨ましい 。",1
"雪 遊び が し たい 。",1
"良い ね 。",1
"本当 ？",1
"本当 。",1
"バイト きつい 。",1
"お疲れ様 。",1
"肉体 労働 が 辛い 。",1
"うん うん 。",1
"慰め て 。",1
"よし よし 。",1
"それ じゃあ また 。",1
"また ね 。",1
"乾杯 。",1
"よろしく 。",1
"よろしく お願い し ます 。",1
"はじめまして 。",1
"合格 おめでとう 。",1
"ありがとう 。",1
"どういたしまして 。",1
"まずは 飲も う 。",1
"飲み すぎ は 良く ない 。",1
"趣味 は 何 ？",1
"読書 。",1
"テニス に 興味 は ある ？",1
"少し は 。",1
"なるほど 。",1
"緊張 し てる ？",1
"結構 。",1
"結構 緊張 し てる 。",1
"多少 は 仕方 ない ね 。",1
"どこ から 来 た の ？",1
"筑波 から 。",1
"出身 は どこ ？",1
"筑波 です 。",1
"学校 に は 慣れ た ？",1
"それ は 良かっ た 。",1
"勉強 大変 そう 。",1
"そんな こと は ない 。",1
"本当 ？",1
"これ 食べ ます ？",1
"ありがとう ござい ます 。",1
"カラオケ 行か ない ？",1
"遠慮 し ます 。",1
"そっ かぁ 。",1
"お 酒 美味しい 。",1
"美味しい 。",1
"今日 も お疲れ様 。",1
"お疲れ様 。",1
"ありがとう 。",1
"お腹 空い た 。",1
"何 も 食べ て ない の か ？",1
"忙しく て 。",1
"そう な ん だ 。",1
"雨 降っ て き た 。",1
"本当に ？",1
"雨 冷たい よ な 。",1
"確か に 冷たい 。",1
"傘 持っ て き た ？",1
"持っ て ない 。",1
"相合い傘 し て 。",1
"どう しよ う か な 。",1
"そこ を なんと か 。",1
"考え て おき ます 。",1
"雨 止ま ない か な 。",1
"どう だろ う 。",1
"わから ない 。",1
"雷 鳴っ て き た 。",1
"怖い なぁ 。",1
"落ち着い て 。",1
"深呼吸 する 。",1
"稲光 凄い 。",1
"凄い 光っ てる 。",1
"電車 止まり そう 。",1
"止まら ない と 良い ね 。",1
"夕飯 何 だろ う 。",1
"普段 は 何 な の ？",1
"普段 は 何 を 食べ てる の ？",1
"ご飯 と か 。",1
"カレー 食べ たい 。",1
"良い ね 。",1
"揚げ物 食べ たい 。",1
"自分 で ご飯 作っ て いる の ？",1
"一応 。",1
"一応 自分 で ご飯 作っ て いる 。",1
"凄い 。",1
"ご飯 は 買っ てる 。",1
"親 が ご飯 を 作っ て くれる 。",1
"料理 は 得意 な の ？",1
"普通 か な 。",1
"料理 は 結構 得意 な ん だ 。",1
"凄い ね 。",1
"料理 は 出来 ない な 。",1
"今日 も 宿題 辛い な 。",1
"わかる 。",1
"勉強 し たく ない 。",1
"無理 し ない で 。",1
"楽し て 成績 上がら ない か な 。",1
"難しい か な 。",1
"努力 し ない と な 。",1
"応援 し て いる 。",1
"最近 宿題 難しい 。",1
"後で 教え て 。",1
"お願い し ます 。",1
"散歩 を し て い たら 犬 と 会っ た ん だ 。",1
"可愛かっ た ？",1
"うん 。",1
"凄い 勢い で 走っ て き た ん だ 。",1
"元気 だ ね 。",1
"そう だ ね 。",1
"飛びつか れ ちゃっ て 。",1
"怪我 し なかっ た ？",1
"大丈夫 だっ た 。",1
"それ は 良かっ た 。",1
"取り敢えず 撫で て おい た 。",1
"餌 を あげ たら 美味し そう に 食べ てる の 。",1
"可愛い ね 。",1
"飼い主 さん に 怒ら れ た 。",1
"あら ら 。",1
"甘やかし 過ぎ は 良く ない 。",1
"それ は そう 。",1
"犬 可愛 よ ね 。",1
"私 も ペット 飼い たい 。",1
"ちゃんと 面倒 見れる の ？",1
"頑張る 。",1
"応援 し て いる 。",1
"猫 も 可愛い 。",1
"わかる 。",1
"猫 は 言う こと 聞か ない 。",1
"そう 言わ れ て いる ね 。",1
"実際 は どう な ん だろ う 。",1
"今度 調べ て みよ う 。",1
"犬 は 躾 が 楽 って 聞く よ ね 。",1
"確か に 。",1
"大きい 犬 と 小さい 犬 どっち が 好き ？",1
"どっち も 好き 。",1
"優柔不断 だ なぁ 。",1
"仕方 ない ね 。",1
"モフモフ し たい 。",1
"ペット ショップ 行き たい 。",1
"犬 って 何 を 食べる の ？",1
"ちょっと わかん ない 。",1
"残念 。",1
"今日 ショッピング モール に 行っ た の 。",1
"どう だっ た ？",1
"今日 デパート に 行っ た の 。",1
"買い物 は どう だっ た ？",1
"楽しかっ た 。",1
"それ は 良かっ た 。",1
"買い物 楽しかっ た 。",1
"何 を 買っ た の ？",1
"小物 。",1
"小物 を 買っ た の ？",1
"気に入っ た ？",1
"洋服 を 買っ た の ？",1
"うん 。",1
"本 が 割引 さ れ て 売っ て た 。",1
"それ は 凄い 。",1
"安かっ た から 買っ ちゃっ た 。",1
"良い ね 。",1
"あそこ の 店 閉店 する みたい 。",1
"それ は 残念 だ ね 。",1
"次に あそこ は 何 の 店 が 入る ん だろ う ね 。",1
"わから ない 。",1
"レストラン で ご飯 を 食べ た の 。",1
"美味しかっ た ？",1
"美味しかっ た 。",1
"その お 店 の パスタ が 凄い 美味しかっ た 。",1
"そこ の 店 の ご飯 が 美味しく なかっ た 。",1
"残念 。",1
"買い たい もの が あっ た ん だ けど お金 が 足り なかっ た 。",1
"お菓子 を 買っ た 。",1
"美味し そう 。",1
"菓子 を 買っ た 。",1
"お 土産 ある よ 。",1
"ありがとう 。",1
"喫茶店 の コーヒー 美味しかっ た 。",1
"ケーキ も 絶品 だっ た 。",1
"新作 の ゲーム 機 を 買っ た ん だ 。",1
"それ は 良い ね 。",1
"新作 の ゲーム を 買っ た ん だ 。",1
"教科書 買っ た ん だ 。",1
"勉強 頑張ろ う ね 。",1
"はい 。",1
"文房具 買っ た ん だ 。",1
"掃除 面倒くさい なぁ 。",1
"汚れ た まま は 良く ない と 思う 。",1
"それ は そう 。",1
"机 片付け ない と 。",1
"力仕事 だ ね 。",1
"怪我 し ない よう に ね 。",1
"うん 。",1
"掃除 機 の 音 うるさく ない ？",1
"そう だ ね 。",1
"拭き掃除 は 苦手 。",1
"手 が 冷たく なる から ね 。",1
"自動 で 掃除 し て 欲しい 。",1
"わかる 。",1
"ルンバ 欲しく ない ？",1
"便利 そう だ よ ね 。",1
"無くし 物 が 見つかる と 良い な 。",1
"見つかる と 良い ね 。",1
"埃 が 溜まっ て いる なぁ 。",1
"綺麗 に し ない と ね 。",1
"ホコリ が 溜まっ て いる なぁ 。",1
"大分 片付い た 。",1
"それ は 良かっ た 。",1
"机 を 戻さ ない と 。",1
"頑張れ 頑張れ 。",1
"布団 干す の 大変 。",1
"落とさ ない よう に ね 。",1
"気 を つける 。",1
"掃除 終わっ た 。",1
"お疲れ様 。",1
"疲れ た 。",1
"ありがとう 。",1
"結構 綺麗 に なっ た 。",1
"それ は 良い ね 。",1
"気持ち良い 。",1
"布団 取り込ま ない と 。",1
"頑張っ て 。",1
"おはよう 。",1
"コーヒー 飲む ？",1
"ありがとう いただき ます 。",1
"どういたしまして 。",1
"朝 ご飯 これ で 良かっ た ？",1
"うん 。",1
"いただき ます 。",1
"今日 は 暑く なる って 。",1
"本当に ？",1
"本当 本当 。",1
"それなら 薄着 の ほう が 良い か な ？",1
"大学 は 冷房 効い て いる でしょ 。",1
"大学 は 冷房 が 効い て いる でしょ 。",1
"確か に 。",1
"そう いえ ば 課題 は 終わら せ た ？",1
"あ 忘れ て た 。",1
"提出 期限 大丈夫 ？",1
"多分 まだ 大丈夫 。",1
"本当 ？",1
"大丈夫 だって 。",1
"そう 。",1
"今日 は バイト ある の ？",1
"ある 。",1
"帰り は 遅く なる と 思う 。",1
"そっ か 。",1
"夕飯 は いる ？",1
"頼ん で も 良い ？",1
"了解 任せ て 。",1
"何 が 食べ たい ？",1
"作れる 物 で 良い よ 。",1
"じゃあ カレー 食べ たい 。",1
"わかっ た 頑張る 。",1
"ありがとう 。",1
"ごちそうさま 。",1
"1 限 ある ん だ っけ ？",1
"うん 。 そろそろ 学校 行か ない と 。",1
"そろそろ 学校 行か ない と 。",1
"お 皿 は 流し に 出し て おい て 。",1
"わかっ た 。",1
"いっ て らっしゃい 。",1
"いっ て き ます 。",1
"寝坊 し た 。",1
"おはよう 。",1
"なん で 起こし て くれ なかっ た の ？",1
"ごめんなさい 。",1
"急が ない と 。",1
"そう だ ね 。",1
"慌て 過ぎ ない よう に ね 。",1
"ありがとう 。",1
"朝 ご飯 食べ ない の ？",1
"時間 が ない から 。",1
"行っ て き ます 。",1
"忘れ物 ない ？",1
"大丈夫 。",1
"いっ て らっしゃい 。",1
"疲れ た 。",1
"お疲れ様 。",1
"遅刻 ギリギリ だ ね 。",1
"すみません 。",1
"夜更し し た ？",1
"そんな こと は ない です 。",1
"危なかっ た 。",1
"セーフ だ ね 。",1
"夜更し し た の ？",1
"そんな こと は ない 。",1
"悪い 夢 で も 見 た ？",1
"見 て ない 。",1
"最近 良く 眠れ なく て 。",1
"枕 替え たら ？",1
"考え て みる 。",1
"宿題 忘れ た 。",1
"あら ら 。",1
"許し て 。",1
"どう しよ う か な 。",1
"そこ を なんと か 。",1
"考え て おき ます 。",1
"珍しい 。",1
"そう だ ね 。",1
"こんばんは 。",1
"今日 は 冷える ね 。",1
"マフラー 似合っ てる 。",1
"ありがとう 。",1
"手袋 も 似合っ てる 。",1
"今日 は 何 を 買い に 来 た の ？",1
"雑誌 を 買い に 来 た 。",1
"そう な ん だ 。",1
"君 は 何 を 買い に 来 た の ？",1
"お菓子 と 飲み物 を 。",1
"この 時間 に お菓子 食べ て 良い の ？",1
"多少 は ね 。",1
"どんな 雑誌 を 買う の ？",1
"ファッション 誌 とか 。",1
"お菓子 は 何 が 好き な の ？",1
"チョコレート と か 。",1
"肉まん も 食べ たい 。",1
"良い ね 。",1
"太ら ない の ？",1
"大丈夫 。",1
"ほんとに ？",1
"その 雑誌 買う ん だ 。",1
"うん 。",1
"良い 趣味 し て いる ね 。",1
"明日 は 学校 だ ね 。",1
"宿題 あっ た っけ ？",1
"わかん ない 。",1
"そっ かぁ 。",1
"学校 面倒 だ な 。",1
"何 か 嫌 な こと で も ある の ？",1
"そういう わけ じゃ ない けど 。",1
"なるほど 。",1
"いじめ られ て ない ？",1
"何 か 奢ろ う か ？",1
"送っ て いこ う か ？",1
"それ じゃあ また 明日 。",1
"また 明日 。",1
"おやすみなさい 。",1
"こんにちは 。",1
"待っ た ？",1
"大丈夫 。",1
"その 服 新しく 買っ た の ？",1
"うん どう か な ？",1
"良い と 思う 。",1
"どう か な ？",1
"ありがとう 。",1
"お腹 すい た 。",1
"何 か 食べよ う か 。",1
"何 を 頼む の ？",1
"ケーキ と コーヒー か な 。",1
"そっち は 何 を 頼む の ？",1
"紅茶 と クッキー か な 。",1
"少し 分け て よ 。",1
"良い よ 。",1
"少し 頂戴 。",1
"どう しよ う か な 。",1
"最近 調子 どう ？",1
"そこそこ だ ね 。",1
"そこそこ 。",1
"何 か 良い こと あっ た 。",1
"いつも 通り だ よ 。",1
"美味しい 。",1
"それ は 良かっ た 。",1
"甘い もの が 好き な の ？",1
"うん 。",1
"最近 ペット を 飼い たく て 。",1
"ペット ？",1
"そう 。",1
"犬 可愛い よ ね 。",1
"わかる 。",1
"ハムスター も 好き 。",1
"そう な ん だ 。",1
"飼う の 大変 そう 。",1
"確か に そう だ ね 。",1
"難しい ね 。",1
"今度 動物 園 に 行く か 。",1
"それ は 良い ね 。",1
"まだ お腹 が 空い た な 。",1
"もっと 食べる ？",1
"そう する 。",1
"お腹 いっぱい 。",1
"最近 姉さん が 厳しく て 。",1
